Created as New Dataset;
cm-1;%T
1406,00;96,67
1404,00;96,67
1402,00;96,67
1400,00;96,69
1398,00;96,71
1396,00;96,73
1394,00;96,77
1392,00;96,81
1390,00;96,86
1388,00;96,91
1386,00;96,97
1384,00;97,03
1382,00;97,09
1380,00;97,16
1378,00;97,22
1376,00;97,28
1374,00;97,33
1372,00;97,38
1370,00;97,43
1368,00;97,47
1366,00;97,51
1364,00;97,53
1362,00;97,55
1360,00;97,56
1358,00;97,57
1356,00;97,57
1354,00;97,56
1352,00;97,55
1350,00;97,53
1348,00;97,51
1346,00;97,49
1344,00;97,47
1342,00;97,45
1340,00;97,43
1338,00;97,41
1336,00;97,39
1334,00;97,37
1332,00;97,36
1330,00;97,36
1328,00;97,35
1326,00;97,35
1324,00;97,36
1322,00;97,36
1320,00;97,37
1318,00;97,38
1316,00;97,40
1314,00;97,41
1312,00;97,43
1310,00;97,45
1308,00;97,47
1306,00;97,49
1304,00;97,50
1302,00;97,52
1300,00;97,54
1298,00;97,55
1296,00;97,56
1294,00;97,57
1292,00;97,58
1290,00;97,59
1288,00;97,60
1286,00;97,60
1284,00;97,60
1282,00;97,59
1280,00;97,58
1278,00;97,57
1276,00;97,56
1274,00;97,54
1272,00;97,51
1270,00;97,48
1268,00;97,45
1266,00;97,41
1264,00;97,36
1262,00;97,31
1260,00;97,25
1258,00;97,19
1256,00;97,12
1254,00;97,05
1252,00;96,97
1250,00;96,89
1248,00;96,80
1246,00;96,70
1244,00;96,60
1242,00;96,48
1240,00;96,36
1238,00;96,24
1236,00;96,10
1234,00;95,95
1232,00;95,79
1230,00;95,62
1228,00;95,44
1226,00;95,24
1224,00;95,04
1222,00;94,82
1220,00;94,59
1218,00;94,35
1216,00;94,09
1214,00;93,83
1212,00;93,55
1210,00;93,27
1208,00;92,98
1206,00;92,68
1204,00;92,39
1202,00;92,08
1200,00;91,78
1198,00;91,48
1196,00;91,18
1194,00;90,88
1192,00;90,59
1190,00;90,30
1188,00;90,02
1186,00;89,74
1184,00;89,46
1182,00;89,19
1180,00;88,92
1178,00;88,65
1176,00;88,39
1174,00;88,13
1172,00;87,87
1170,00;87,61
1168,00;87,35
1166,00;87,10
1164,00;86,84
1162,00;86,59
1160,00;86,33
1158,00;86,08
1156,00;85,83
1154,00;85,57
1152,00;85,31
1150,00;85,06
1148,00;84,80
1146,00;84,54
1144,00;84,27
1142,00;84,01
1140,00;83,74
1138,00;83,47
1136,00;83,20
1134,00;82,93
1132,00;82,66
1130,00;82,38
1128,00;82,10
1126,00;81,82
1124,00;81,53
1122,00;81,24
1120,00;80,94
1118,00;80,64
1116,00;80,34
1114,00;80,02
1112,00;79,71
1110,00;79,39
1108,00;79,06
1106,00;78,74
1104,00;78,41
1102,00;78,09
1100,00;77,76
1098,00;77,44
1096,00;77,13
1094,00;76,81
1092,00;76,50
1090,00;76,20
1088,00;75,90
1086,00;75,60
1084,00;75,31
1082,00;75,02
1080,00;74,73
1078,00;74,45
1076,00;74,18
1074,00;73,91
1072,00;73,65
1070,00;73,39
1068,00;73,14
1066,00;72,91
1064,00;72,68
1062,00;72,46
1060,00;72,24
1058,00;72,04
1056,00;71,84
1054,00;71,66
1052,00;71,48
1050,00;71,30
1048,00;71,14
1046,00;70,99
1044,00;70,84
1042,00;70,71
1040,00;70,59
1038,00;70,48
1036,00;70,38
1034,00;70,29
1032,00;70,22
1030,00;70,15
1028,00;70,10
1026,00;70,05
1024,00;70,02
1022,00;69,99
1020,00;69,97
1018,00;69,96
1016,00;69,95
1014,00;69,96
1012,00;69,97
1010,00;69,99
1008,00;70,02
1006,00;70,06
1004,00;70,10
1002,00;70,16
1000,00;70,23
998,00;70,31
996,00;70,40
994,00;70,49
992,00;70,60
990,00;70,71
988,00;70,83
986,00;70,96
984,00;71,10
982,00;71,24
980,00;71,39
978,00;71,54
976,00;71,70
974,00;71,87
972,00;72,04
970,00;72,22
968,00;72,41
966,00;72,60
964,00;72,79
962,00;72,99
960,00;73,19
958,00;73,40
956,00;73,60
954,00;73,80
952,00;74,01
950,00;74,21
948,00;74,41
946,00;74,62
944,00;74,83
942,00;75,04
940,00;75,25
938,00;75,46
936,00;75,68
934,00;75,90
932,00;76,12
930,00;76,35
928,00;76,59
926,00;76,83
924,00;77,08
922,00;77,33
920,00;77,59
918,00;77,85
916,00;78,12
914,00;78,40
912,00;78,68
910,00;78,97
908,00;79,27
906,00;79,58
